party,content,target,stance
esp: Aragonist Council,"Para cumplir estos objetivos es necesario, además del incremento de vivienda protegida para alquiler, poner en marcha soluciones específicas como las cesiones de suelo público en derecho de superficie para la construcción de edificios en alquiler por la iniciativa privada o el alquiler con opción de compra en el caso de viviendas de promoción pública.",Integration,FAVOR
nor: Progress Party,ha fokus på likestilling i innvandrermiljøer,Integration,FAVOR
nor: Centre Party,Dekkje utgifter til flyktningar i Noreg utanfor bistandsbudsjettet.,Immigration,FAVOR
fin: Finnish Rural Party,"Järjestäytynyt ja toistuva kerjäämistoiminta on kitkettävä kaduiltamme lainsäädännöllisin toimenpitein, sillä emme halua maahamme kerjäläisten mukanaan tuomaa rikollisuutta ja muita lieveilmiöitä.",Immigration,AGAINST
aut: Austrian People’s Party,Wir treten für eine Ausgliederung der Betreuung von Asylwerbern an nichtstaatliche Organisationen bzw. private Unternehmen ein.,Integration,AGAINST
nor: Progress Party,Fremskrittspartiet ønsker lik behandling av nordmenn og innvandrere,Integration,FAVOR
aut: Austrian Freedom Party,und die Zahl der Asylwerber möglichst gering zu halten,Immigration,AGAINST
che: Green Party of Switzerland,"Solange die Kluft zwischen reichen und armen Ländern bestehen bleibt und solange in Ländern die Menschenrechte missachtet werden, bleibt vielen Menschen keine andere Wahl, als ihre Heimat zu verlassen.",Immigration,FAVOR
nor: Socialist Left Party,SV ønsker å sikre kvinners rett til å få innvilget asyl med bakgrunn i kjønnsbasert forfølgelse i hjemlandet.,Immigration,FAVOR
swe: Left Communists Party,"mot rasismens makt ställer vi antirasism,",Integration,FAVOR
che: Conservative Christian Social Party,Wir sagen JA zur Weiterführung der Personenfreizügigkeit mit der EU nach 2009.,Immigration,FAVOR
nor: Christian People’s Party,En aktiv deltakelse i integreringsprosessen vil redusere skeptiske holdninger i den norske befolkningen.,Integration,FAVOR
nor: Christian People’s Party,"sikre Arbeidstilsynet tilstrekkelige ressurser til at det kan følge opp sitt ansvar for å påse at bestemmelser om lønns- og arbeidsvilkår blir fulgt opp, og ha et særlig fokus mot bedrifter og bransjer som benytter seg av utenlandsk arbeidskraft.",Integration,FAVOR
deu: Alliance‘90/Greens,Ergänzend zu einem fairen Asylsystem wollen wir eine großzügige Aufnahme einer festgelegten Zahl besonders schutzbedürftiger Flüchtlinge (sogenanntes Resettlement).,Immigration,FAVOR
deu: Social Democratic Party of Germany,"Unterschiede in der Herkunft, Religion oder Kultur dürfen nicht verdrängt,",Integration,FAVOR
nor: Liberal Party,"Venstre ønsker å innføre et kjærestevisum som gjør det mulig for nordmenn og utlendinger, som har oppholdt seg i Norge i mer enn 3 år, å få sin utenlandske kjæreste til Norge på et tidsbegrenset, ettårig visum.",Immigration,FAVOR
nor: Centre Party,Kultur handler om identitet og tilhørighet og spiller en viktig rolle i personlig utvikling og selvstendighet.,Integration,FAVOR
che: Swiss People’s Party,"Personen, die sich illegal in der Schweiz aufhalten, sowie kriminelle Ausländer sind wegzuweisen.",Immigration,AGAINST
deu: Alliance‘90/Greens,"Zur Beseitigung bestehender gesetzlicher Ungleichbehandlungen und Barrieren sind spezielle Regelungen für behinderte Menschen, Schwule und Lesben sowie MigrantInnen notwendig",Integration,FAVOR
swe: Moderate Coalition Party,De bästa vägarna till integration är arbete och språkkunskaper.,Integration,FAVOR
esp: Convergence and Union,"Sin duda, el catalanismo político ha contribuido al progreso y, en gran medida, al desarrollo del Estado autonómico en aspectos que han beneficiado no sólo a Cataluña, sino a todas las comunidades autónomas.",Integration,NONE
esp: Popular Party,"Promoveremos una verdadera política común de inmigración europea basada en el control de los flujos migratorios en cooperación con los países de origen y de tránsito,",Immigration,AGAINST
deu: Alliance‘90/Greens,"Ein neues Staatsbürgerschaftsrecht soll allen in Deutschland geborenen Kindern den deutschen Paß geben, wenn mindestens ein Elternteil hier seinen dauerhaften Lebensmittelpunkt hat",Integration,FAVOR
nld: Democrats‘66,"Als na een asielprocedure blijkt dat er geen recht op bescherming bestaat, moet de overheid duidelijk zijn: de vreem deling moet terug naar zijn land van herkomst.",Immigration,AGAINST
aut: Austrian People’s Party,Die EU-Außengrenzen müssen von den Mitgliedstaaten gegen illegale Zuwanderung,Immigration,AGAINST
dnk: Danish People’s Party,"Vi skal have mere gang i hjemsendelserne,",Immigration,AGAINST
deu: Free Democratic Party,-   Auch sind Angebote für Kinder oftmals der beste Anknüpfungspunkt zur nachholenden Integrationsförderung für Eltern.,Integration,FAVOR
che: Social Democratic Party of Switzerland ,11.Die interkulturelle Schulmediation soll allgemein eingeführt werden.,Integration,FAVOR
esp: United Left,"A todo lo anterior hay que sumar la famosa circular 1/2010, emitida por la Comisaría General de Extranjería y Fronteras el 25 de enero de ese año, en la que se insta a generalizar las expulsiones y detenciones, vulnerando incluso lo previsto en la Ley de Extranjería, lo que evidencia que la política del Gobierno, más allá de la retórica oficial, se está centrando cada vez más en una estrategia represiva que entiende las garantías del Estado de Derecho como un obstáculo para sus fines.",Immigration,AGAINST
dnk: Danish People’s Party,hvert år at gøre Danmark lidt mere dansk,Integration,AGAINST
esp: Popular Party,desarrollo de una política común de la Unión Europea y acogida a quienes buscan nuevas oportunidades dentro de nuestras fronteras.,Immigration,FAVOR
aut: The Greens,Sie dürfen nicht eingeschränkt werden.,Immigration,FAVOR
deu: Party of Democratic Socialism,"Deshalb wollen wir die Menschen ermutigen, Möglichkeiten zur Entfaltung ihrer Individualität wahrzunehmen, selbstbewußt zu handeln und ihre Rechte zu verteidigen",Integration,FAVOR
deu: Social Democratic Party of Germany,"Im globalen Wettbewerb um die besten Köpfe geht es nicht um das „ob“ von Zuwanderung, sondern darum, wie sie im Interesse Deutschlands gesteuert werden kann.",Immigration,FAVOR
deu: Christian Democratic Union/C.Social Union ,"Wir setzen uns weiter dafür ein, dass denjenigen, die in ihrer jetzigen Heimat bleiben wollen, eine Perspektive zum Bleiben geboten wird.",Integration,FAVOR
deu: Social Democratic Party of Germany,Entscheidend ist aber auch hier eine rasche Verbesserung der Lebensbedingungen in den Herkunftsstaaten.,Immigration,FAVOR
nld: Reformed Political Party,Uiteraard moeten we misbruik van de asielmogelijkheden bestrijden.,Immigration,FAVOR
nor: Liberal Party,Dette er ikke først og fremst et uttrykk for en sammenheng mellom kultur og kriminalitet.,Integration,AGAINST
deu: Social Democratic Party of Germany,"Mit weiteren Modellversuchen werden wir prüfen, ob auch die anonymisierte Bewerbung geeignet ist, dieses Ziel zu erreichen.",Integration,FAVOR
che: Social Democratic Party of Switzerland ,"Die SP Schweiz muss sich um gewisse, durch eine ungenügende soziale Sicherheit besonders gefährdete Kategorien kümmern (MigrantInnen, Personen ohne Erwerbstätigkeit, Personen, die im Haushalt arbeiten, ältere Menschen mit wenig Beitragsjahren, bestimmte internationale Beamte etc.).",Integration,FAVOR
nor: Christian People’s Party,ha minst 40 prosent av begge kjønn inn i bedriftsstyrene i almennaksjeselskap.,Integration,FAVOR
nor: Norwegian Labour Party,engasjere oss aktivt på europeisk plan for å hindre at EUs nye tjenestedirektiv svekker muligheten til å håndheve nasjonale lønns- og arbeidsvilkår.,Immigration,AGAINST
esp: Spanish Socialist Workers’ Party,Esto convierte a las personas inmigrantes en un importante factor humano y un vector esencial en la lucha contra la pobreza en el mundo.,Immigration,FAVOR
aut: Austrian People’s Party,"Wer als Fremder kriminelle Straftaten setzt und damit das Gastrecht mißbraucht, muß das Land verlassen und darf nicht wiederkommen können.",Integration,AGAINST
aut: Austrian People’s Party,Die Terroranschläge vom 11. September 2001 haben eine Überprüfung der staatlichen Sicherheitsvorkehrungen notwendig gemacht.,Immigration,AGAINST
nor: Christian People’s Party,Det må arbeides med holdninger mot kjønnslemlestelse og tvangsekteskap,Integration,FAVOR
nor: Conservative Party,og respekt for enkeltmennesket må ligge til grunn også for et flerkulturelt norge.,Integration,FAVOR
deu: The Left,"Spitzen- und Breitensport sind gemeinsam im Schul-, Freizeit- und Vereinssport auszubauen.",Integration,FAVOR
aut: Austrian People’s Party,"Österreicher/innen unterstützen dort auch zahlreiche Projekte, damit die Menschen wieder wirtschaftlich Fuß fassen können.",Integration,FAVOR
deu: Alliance‘90/Greens,"Wir wollen ein großes Demokratiepaket für Deutschland, indem wir das Einwanderungsland gestalten,",Immigration,FAVOR
dnk: Socialist People’s Party,SF er parat til at gøre en forskel.,Immigration,AGAINST
deu: Christian Democratic Union/C.Social Union ,Dazu setzen wir auf eine europaweite Strategie.,Immigration,AGAINST
nld: Socialist Party,Arbeidsmigratie uit de nieuwe lidstaten van de Europese Unie en daarbuiten moet beter worden geregeld.,Integration,FAVOR
deu: Free Democratic Party,Zur Verbesserung der schulischen Integrationsansätze sollte die Zweisprachigkeit der Kinder und Jugendlichen im Rahmen der schulischen Ausbildung gefördert werden.,Integration,FAVOR
nor: Socialist Left Party,Lik rett til utdanning er et grunnprinsipp i en solidarisk kunnskapspolitikk,Integration,FAVOR
dnk: Danish People’s Party,"De 10 år med DF har betydet  god oprydning, men der er lang  vej, før der for alvor er rådet bod  på masseindvandringen og den  fejlslagne integrationsindsats.",Immigration,AGAINST
dnk: Centre Democrats,"Naturligvis skal alle børn kunne tale dansk, inden de kommer i 1. klasse.",Integration,AGAINST
dnk: Christian People’s Party,"Alt for mange  udelukker denne mulighed pga en frygt, som bliver næret af  mediernes ofte negative fokus.",Integration,FAVOR
esp: Popular Party,"a respetar sus creencias y costumbres –siempre que éstas últimas no sean contrarias a las leyes españolas-,",Integration,FAVOR
swe: Moderate Coalition Party,"genom människor med olika erfarenheter, härkomst och kulturell och religiös identitet.",Integration,FAVOR
aut: Austrian Social Democratic Party,und Bildungsabschlüssen für Personen mit Migrationshintergrund besonders unterstützen.,Integration,FAVOR
aus: Australian Greens,It is not illegal to seek asylum.,Immigration,FAVOR
esp: Popular Party,España es ya el primer receptor de inmigrantes de la Unión Europea y el segundo a nivel mundial.,Immigration,NONE
deu: Social Democratic Party of Germany,Sie sind gerade in unserer Einwanderungsgesellschaft zugleich ein wichtiges Element der Integration und Gemeinsamkeit.,Integration,FAVOR
deu: Christian Democratic Union/C.Social Union ,Wichtigste Einbürgerungsvoraussetzungen sind Beherrschung der deutschen Sprache und das Bekenntnis zu unserem Grund­gesetz,Integration,NONE
deu: Christian Democratic Union/C.Social Union ,"ntegration setzt nicht nur Gesetzestreue und das Respektieren der Grundlagen des Zusammenlebens voraus, sondern auch das Akzeptieren der Traditionen und Wertvorstellungen in unserer Gesellschaft.",Integration,AGAINST
deu: Alliance‘90/Greens,Frau Merkel lässt zwar mit viel Tamtam Integrationsgipfel inszenieren.,Integration,AGAINST
esp: Spanish Socialist Workers’ Party,"Los socialistas promoveremos a nivel europeo un nuevo mecanismo para que por cada ciudadano africano que reciba un permiso de trabajo en Europa, se envíen fondos con un complemento adicional a su universidad de origen para financiar el coste de esa formación.",Integration,FAVOR
nld: Green Left,De verplichte inburgering in het buitenland wordt afgeschaft en de leges verlaagd.,Integration,AGAINST
nor: Socialist Left Party,SV vil innføre aktivitets– og rapporteringsplikt mot etnisk diskriminering i arbeidslivet.,Integration,FAVOR
nor: Christian People’s Party,etablere flere prosjekter med kombinasjon av barnepass og norskopplæring uten at kontantstøtten blir fratatt deltakerne,Integration,FAVOR
nor: Socialist Left Party,og Norge må arbeide for at FNs retningslinjer for vern av internt fordrevne blir etterlevd.,Immigration,FAVOR
esp: Spanish Socialist Workers’ Party,"- Integraremos la inmigración como eje transversal que compete a todas las políticas públicas de protección de los colectivos susceptibles de vulnerabilidad, discriminación o desigualdad.",Integration,FAVOR
deu: Alliance‘90/Greens,Wir wollen eine gestaltete Einwanderungspolitik,Immigration,FAVOR
deu: Free Democratic Party,"Er kann unsere Gesellschaft bereichern – in der Wirtschaft, in der Kultur, im Sport, im öffentlichen Leben.",Integration,FAVOR
nld: People’s Party for Freedom and Democracy ,als de partner een neef of nicht is van de aanvrager,Integration,NONE
nor: Progress Party,Med innvandrere forstår vi personer som  kommer til Norge for å søke langvarig opphold.,Immigration,NONE
nor: Christian People’s Party,Et overordnet mål i flyktningpolitikken må være å sørge for beskyttelse til dem som trenger det.,Immigration,FAVOR
aut: Austrian People’s Party,Für die ÖVP steht der Mensch mit seiner Würde im Mittelpunkt der Politik.,Integration,FAVOR
