party,content,target,stance
aus: National Country Party,"In addition to the tax incentives, domestic relocation and bonded migration measures in under our Economy and Taxation plan, The Nationals commit to a fairer distribution of the growing federal funding for regional Australia through a coordinated partnership with state and local governments.",Integration,NONE
nor: Conservative Party,derfor vil høyre ha klare økonomiske krav for dem som henter familien til landet.,Integration,FAVOR
dnk: Red-Green Unity List,"Det seneste pointsystem gør situationen endnu værre og er særligt ubehageligt, fordi det giver højtuddannede bedre muligheder end lavt uddannede.",Immigration,NONE
aut: Austrian People’s Party,Das heutige Unterbringungssystem von Asylwerbern und die teils unsensible regionale Verteilung und damit Belastung einzelner Gemeinden sind das Ergebnis einer jahrzehntelangen SPÖ-Asylpolitik.,Immigration,AGAINST
deu: Free Democratic Party,Arbeitsverbote schaden der deutschen Wirtschaft und den betroffenen Menschen.,Integration,FAVOR
nld: Democrats‘66,"Integratie van nieuwe Nederlanders is een tweezijdig proces, dat alleen succesvol kan verlopen als ook de autochtone bevolking betrokken is.",Integration,AGAINST
nor: Progress Party,I dag opplever mange kommuner at integrerings-tilskuddet ikke dekker de faktiske kostnadene  ved mottak og integrering av flyktninger.,Integration,NONE
nld: Labour Party,"Integratie stagneert, de segregatie neemt toe.",Integration,AGAINST
deu: Social Democratic Party of Germany,"Viele Einwanderer sind gut ausgebildet, müssen aber erleben, dass ihre Qualifikationen in Deutschland nicht anerkannt werden.",Integration,NONE
aut: The Greens,Ausgrenzung können und wollen wir uns nicht leisten.,Integration,FAVOR
dnk: Radical Party,Radikale Venstre støtter helhjertet det europæiske samarbejde og ønsker derfor et fuldt og fast medlemskab af EU.,Immigration,FAVOR
deu: Alliance‘90/Greens,Genauso wichtig ist uns die Wahrung der ArbeitnehmerInnenfreizügigkeit in der EU.,Immigration,FAVOR
deu: Free Democratic Party,In unserem Land leben Millionen Mitmenschen mit Migrationshintergrund.,Integration,NONE
che: Social Democratic Party of Switzerland ,5. Asylwesen: In vielen Ländern der Welt wird Homosexualität noch heute strafrechtlich durch den entsprechenden Staat verfolgt; sei es explizit oder wegen Erregung öffentlichen Ärgernisses.,Immigration,NONE
deu: Alliance‘90/Greens,"Und wir wenden uns gegen Bestrebungen, Flüchtlinge mit einer Asylcard weiter zu diskriminieren",Integration,FAVOR
nld: Green Left,"Als je allebei ten minste achttien jaar bent, mag je partner naar Nederland migreren.",Integration,FAVOR
deu: Alliance‘90/Greens,Das ist doppelzüngig.,Integration,FAVOR
usa: Democratic Party,"burdening law enforcement,",Immigration,AGAINST
nor: Christian People’s Party,gi tilbud om gratis norskundervisning i asylmottakene.,Integration,FAVOR
nld: Christian Union,"Nederland helpt, zoveel mogelijk in Europees verband, landen die zodoende met de opvang van veel vluchtelingen te maken krijgen.",Immigration,FAVOR
deu: Alliance‘90/Greens,Bei der Ausbildungsplatz-und Studienfachwahl wählen gerade junge Frauen aus einem nur eingeschränkten Spektrum.,Integration,NONE
nor: Socialist Left Party,Alle har rett til fritt å velge hvem de vil gifte seg med.,Integration,FAVOR
nld: Reformed Political Party,Ons land heeft royaal bescherming geboden aan vreemdelingen die zich hier vanwege geweld of onderdrukking hebben gemeld.,Immigration,FAVOR
esp: United Left,"A todo lo anterior hay que sumar la famosa circular 1/2010, emitida por la Comisaría General de Extranjería y Fronteras el 25 de enero de ese año, en la que se insta a generalizar las expulsiones y detenciones, vulnerando incluso lo previsto en la Ley de Extranjería, lo que evidencia que la política del Gobierno, más allá de la retórica oficial, se está centrando cada vez más en una estrategia represiva que entiende las garantías del Estado de Derecho como un obstáculo para sus fines.",Immigration,AGAINST
aut: Austrian Freedom Party,Einwanderungsstopp.,Immigration,AGAINST
deu: Free Democratic Party,Diese Kinder sprechen deutsch und die Sprache ihrer Eltern allenfalls mit einem deutschen Akzent,Integration,FAVOR
aut: The Greens,Mit deutlich mehr BeamtInnen,Immigration,NONE
che: Radical Democratic Party,› Spezialisten aus Drittstaaten  gezielt zulassen:  Trotz Bilateralen bleibt ein Mangel an Spezialis-ten.,Immigration,FAVOR
irl: Ourselves Alone,k)  A fully independent and transparent Immigration Appeals Tribunal.,Immigration,FAVOR
fin: Finnish Rural Party,Suomalaisen kulttuurin vaaliminen ja yhteiskunnan järjestyksen ylläpitäminen ei ole rasismia.,Integration,FAVOR
dnk: Christian People’s Party,Vores  bud på en bedre integration  viser respekt både for  indvandrere og danskere.,Integration,FAVOR
dnk: Centre Democrats,I 1997 forlod 1543 asylansøgere Danmark - heraf 1165 efter afslag fra udlændingemyndighederne.,Immigration,AGAINST
deu: Alliance‘90/Greens,"Auch ältere Frauen, Migrantinnen, Frauen mit geringem Einkommen und Frauen in Ausbildung oder ohne eigenes Einkommen haben Schwierigkeiten.",Integration,FAVOR
nor: Christian People’s Party,"Opphold på humanitært grunnlag: Samlebegrep på flere typer tillatelse til å oppholde seg i Norge, som gis etter en individuell vurdering til personer som ikke fyller kravene for å få asyl.",Immigration,NONE
deu: Alliance‘90/Greens,"Sonderverfahren wie bei der Einreise an Flughäfen, in denen die einreisenden Flüchtlinge ihre Rechte faktisch nicht geltend machen können, wollen wir ersatzlos streichen",Immigration,FAVOR
nor: Christian People’s Party,Det må gjennomføres tiltak i arbeidslivet som bryter de barrierene som finnes for å ansette innvandrere.,Integration,FAVOR
esp: Spanish Socialist Workers’ Party,propondremos la creación de una Policía Común de Fronteras.,Immigration,AGAINST
nor: Progress Party,"ha r    espekt for kirkerommet, men ikke akseptere kirkeasyl",Immigration,AGAINST
nor: Norwegian Labour Party,at asylsøkere som har fått endelig avslag må samarbeide med norske myndigheter.,Immigration,AGAINST
usa: Democratic Party,"We need comprehensive immigration reform, not just piecemeal efforts.",Immigration,FAVOR
esp: United Left,"En el Título Preliminar deberá reconocerse con claridad el carácter plurinacional, plurirregional, pluricultural y plurilingüístico del Estado y, por tanto, la voluntariedad de las partes a la hora de establecer un Pacto Federal, reconociendo incluso la posibilidad de optar por otras formas de relación.",Immigration,NONE
deu: Alliance‘90/Greens,Sie sind InländerInnen und dürfen nicht länger als AusländerInnen behandelt werden,Integration,FAVOR
nld: People’s Party for Freedom and Democracy ,Naast arbeidsparticipatie en onderwijs draagt ook het tegengaan van criminaliteit bij aan goede integratie.,Integration,FAVOR
che: Green Party of Switzerland,"Um die Situation der Sans-Papiers zu regeln, müssen alle Personen, die in der Schweiz zu korrekten und branchenüblichen Bedingungen arbeiten, eine Arbeitserlaubnis erhalten, ebenso ihre Familien.",Integration,FAVOR
esp: Canarian Coalition,Que el Consulado General de España en La Habana entregue inmediatamente los pasaportes a los ciudadanos españoles y a aquéllos que han adquirido la nacionalidad española.,Immigration,FAVOR
esp: Commitment-Q,y también reformando el artículo 21 del Código civil español para equiparar los saharauis al resto de pueblos que conforman la “comunidad histórica española” y facilitando consecuentemente su acceso libre a la nacionalidad española.,Integration,FAVOR
deu: Christian Democratic Union/C.Social Union ,Das Recht auf die Heimat gilt.,Immigration,FAVOR
nor: Liberal Party,". Uten innvandreres innsats og deltagelse hadde Norge vært  et fattigere samfunn, både materielt og kulturelt, og de aller fleste med minoritetsbakgrunn er lovlydige mennesker som ønsker å jobbe og å bli integrert i det norske samfunnet.",Integration,FAVOR
deu: Christian Democratic Union/C.Social Union ,"Wer unser Gastrecht mißbraucht, muß unser Land verlassen und wissen, daß er nicht wiederkommen darf",Immigration,AGAINST
nld: Democrats‘66,D66 wil dat Nederland de succesvolle terugkeer van uitgeprocedeerde asielzoekers ondersteunt.,Immigration,AGAINST
nld: Democrats‘66,Geen welvaart zonder buitenland.,Integration,FAVOR
nor: Liberal Party,Med forslaget om å innføre et kjærestevisum ønsker Venstre å gjøre livet lettere for forelskede nordmenn som i dag kjemper mot et stivt og ulogisk regelverk som hindrer dem i å leve i samliv med sin utenlandske kjæreste i Norge.,Immigration,FAVOR
deu: Alliance‘90/Greens,"Menschenwürdige Mindeststandards, wie Zugang zu Gesundheitsversorgung, Schule und Ausbildung, müssen allen Menschen gewährt werden, unabhängig von ihrem Aufenthaltsrecht",Integration,FAVOR
deu: Free Democratic Party,"Bürgerkriegsflüchtlinge genießen aufgrund der Situation in ihrer Heimat unseren befristeten Schutz; sie müssen aber zurückkehren, wenn die Bürgerkriegssituation nicht mehr besteht",Immigration,AGAINST
deu: Alliance‘90/Greens,§ Integration fördern,Integration,FAVOR
deu: Alliance‘90/Greens,Die frühere sprachliche Integration aller Kinder ist dabei eine Schlüsselaufgabe.,Integration,FAVOR
can: Quebec Bloc,les délais de traitement (qui seront énoncés par règlement) pour les demandeurs d'asile originaires d'un pays désigné seront plus courts que ceux pour les demandes régulières.,Immigration,FAVOR
nor: Progress Party,4.At kriteriene for å gi asyl fortsatt skal  tolkes strengt.,Immigration,AGAINST
aut: Austrian Social Democratic Party,Die Diversität soll auch stärker als Chance wahrgenommen werden:,Integration,FAVOR
esp: Spanish Socialist Workers’ Party,Las remesas han adquirido un volumen que supera la de cualquier otro instrumento para canalizar recursos desde el mundo próspero hacia los países en desarrollo.,Immigration,FAVOR
nor: Christian People’s Party,at alle nyankomne flyktninger skal få tilbud om en flyktningguide i sitt nærmiljø som kan bidra til et enklere møte med norske myndigheter og den norske befolkning.,Immigration,FAVOR
deu: Alliance‘90/Greens,Wir wollen ein faires Asylsystem schaffen,Immigration,FAVOR
dnk: Socialist People’s Party,"Der skal være lige vilkår på arbejdsmarkedet, så udlændinge, der kommer til Danmark for at arbejde, er ansat på overenskomst.",Integration,FAVOR
nld: Reformed Political Party,"De toch al in ruime mate voorhanden  zijnde conflictstof krijgt daarbij nog een extra gevaarlijke lading door de opmars van de islam, een godsdienst die radicalen zelfs een alibi geeft voor het plegen van niets en  niemand ontziende gewelddaden.",Immigration,AGAINST
aut: The Greens,Sie richten sich immer häufiger vor allem gegen MigrantInnen.,Integration,AGAINST
nor: Conservative Party,"alle mennesker skal respekteres og behandles som likeverdige, uavhengig av kjønn, alder, religion, etnisk tilhørighet, funksjonsdyktighet eller legning",Integration,FAVOR
esp: Spanish Socialist Workers’ Party,"Promover programas de contacto y de interacción social de los jóvenes inmigrantes con la juventud española, proporcionándoles una experiencia directa de conocimiento e intercambio, así como favorecer su integración.",Integration,FAVOR
nld: Labour Party,"Selectief en mogelijkheden scheppend daar waar migranten een bijdrage kunnen leveren aan de economische, wetenschappelijke en culturele ontwikkeling van Nederland.",Integration,FAVOR
deu: Christian Democratic Union/C.Social Union ,Mit Blick auf den Fachkräftemangel brauchen wir weitere hochqualifizierte und leistungsbereite Menschen aus anderen Ländern.,Immigration,FAVOR
aut: Austrian Freedom Party,Für Ausländer ist eine eigene Sozialversicherung zu schaffen.,Integration,AGAINST
dnk: Radical Party,"- at åbne for idrætstilbud til menneske; som ikke er medlemmer af idrætsforeningerne, f.eks. flygtninge/indvandrere, psykisk syge, socialt belastede unge m.fl.",Integration,FAVOR
nor: Christian People’s Party,I forhold til fagtermer betyr det en person som har fått asyl i Norge og som fyller kriteriene i flykningkonvenjonen.,Immigration,FAVOR
che: Green Party of Switzerland,"Es gilt, diese Realität zu akzeptieren und zu gestalten.",Immigration,FAVOR
nor: Progress Party,bekjempe menneskehandel og misbruk av barn,Immigration,FAVOR
esp: Popular Party,"Protección especial a los sectores sociales más vulnerables a determinados delitos, como los malos tratos y abusos sexuales a la infancia, el abandono y el abuso de los ancianos, la explotación y el tráfico de inmigrantes irregulares, o las agresiones y violaciones a las mujeres.",Immigration,FAVOR
aut: Austrian Freedom Party,"Fünfzehnjähriger, dauerhafter und legaler Aufenthalt in Österreich, sowie die ausreichende Kenntnis der deutschen Sprache und der Landeskunde sind unbedingte Voraussetzungen für die Verleihung der Staatsbürgerschaft.",Integration,AGAINST
esp: United Left,"Léase las de carácter humanitario (como aquel pequeño cuya vida dependía del permiso –denegado por el Consulado- para su traslado a un hospital español para una operación urgente y que lo consiguió porque el escándalo saltó a la prensa) o las legalmente reconocidas por reagrupación familiar, entre otras, que se tornan imposibles.",Immigration,AGAINST
deu: Alliance‘90/Greens,Schon jetzt sind viele Bausteine der Gleichstellung des Islams auf Landesebene und in den Kommunen umsetzbar:,Integration,FAVOR
swe: Sweden Democrats,I vårt Sverige förs en ansvarsfull invandringspolitik.,Immigration,FAVOR
che: Green Party of Switzerland,"Für die Grünen ist klar, dass alle Menschen, unabhängig von Geschlecht, Herkunft, Religion und Lebensform, die gleichen Rechte haben müssen.",Integration,FAVOR
